city,city_ascii,state_id,state_name,county_name,county_fips,zip,lat,lng,population,source,id
Lockney,Lockney,TX,Texas,Floyd,48153,79241,34.1245183,-101.4415521,1842,polygon,1840021915
Edmonson,Edmonson,TX,Texas,Hale,48189,79032,34.2825704,-101.900181,111,polygon,1840021916
Sudan,Sudan,TX,Texas,Lamb,48279,79371,34.0678644,-102.5243624,958,polygon,1840021917
Waurika,Waurika,OK,Oklahoma,Jefferson,40067,73573,34.1709845006,-98.0213190885,2064,polygon,1840021918
Addington,Addington,OK,Oklahoma,Jefferson,40067,73520,34.2484825006,-97.9907627885,114,polygon,1840021919
Ringling,Ringling,OK,Oklahoma,Jefferson,40067,73456,34.1823739006,-97.6163095885,1037,polygon,1840021920
Ryan,Ryan,OK,Oklahoma,Jefferson,40067,73565,34.0240439006,-97.9813183885,816,polygon,1840021921
Hastings,Hastings,OK,Oklahoma,Jefferson,40067,73548,34.2307052006,-98.1338230885,143,polygon,1840021922
Wichita Falls,Wichita Falls,TX,Texas,Wichita,48485,76309 76310 76311 76308 76306 76305 76302 76301 76307,33.9137085,-98.4933873,104553,polygon,1840021923
Pleasant Valley,Pleasant Valley,TX,Texas,Wichita,48485,76367 76305,33.9389854,-98.5895016,336,polygon,1840021924
Kingston,Kingston,OK,Oklahoma,Marshall,40095,73439,34.0026575006,-96.7435047885,1601,polygon,1840021925
Bokchito,Bokchito,OK,Oklahoma,Bryan,40013,74726,34.0212658006,-96.1665458885,632,polygon,1840021926
Achille,Achille,OK,Oklahoma,Bryan,40013,74720,33.8373817006,-96.4109935885,492,polygon,1840021927
Hendrix,Hendrix,OK,Oklahoma,Bryan,40013,74741,33.7776610006,-96.4296043885,79,polygon,1840021928
Kemp,Kemp,OK,Oklahoma,Bryan,40013,74747,33.7734940006,-96.3779361885,133,polygon,1840021929
Kenefic,Kenefic,OK,Oklahoma,Bryan,40013,74729 74748,34.1520964006,-96.3859976885,196,polygon,1840021930
Boswell,Boswell,OK,Oklahoma,Choctaw,40023,74727,34.0312683006,-95.8929252885,709,polygon,1840021931
Fort Towson,Fort Towson,OK,Oklahoma,Choctaw,40023,74735 74756,34.0226643006,-95.2901270885,519,polygon,1840021932
Dexter,Dexter,NM,New Mexico,Chaves,35005,88230,33.197328,-104.3730202,1266,polygon,1840021933
Hagerman,Hagerman,NM,New Mexico,Chaves,35005,88232,33.1151078,-104.3269074,1257,polygon,1840021934
Lake Arthur,Lake Arthur,NM,New Mexico,Chaves,35005,88253,32.9981657,-104.3666291,436,polygon,1840021935
San Jacinto,San Jacinto,CA,California,Riverside,06065,92583 92582 92581,33.7839084,-116.958635,44199,polygon,1840021936
Temecula,Temecula,CA,California,Riverside,06065,92590 92591 92592 92589 92593,33.4936391,-117.1483648,100097,polygon,1840021937
Leon,Leon,OK,Oklahoma,Love,40085,73441,33.8832159006,-97.4529702885,91,polygon,1840021938
Buckeye,Buckeye,AZ,Arizona,Maricopa,04013,85326 85340 85396,33.3703197,-112.5837766,50876,polygon,1840021939
Scottsdale,Scottsdale,AZ,Arizona,Maricopa,04013,85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271,33.5092103,-111.8990327,217385,polygon,1840021940
Surprise,Surprise,AZ,Arizona,Maricopa,04013,85361 85388 85387 85374 85375 85379 85378,33.6305938,-112.333216,117517,polygon,1840021941
Tempe,Tempe,AZ,Arizona,Maricopa,04013,85281 85282 85283 85284 85280 85285 85287,33.414768,-111.9093095,161719,polygon,1840021942
Tolleson,Tolleson,AZ,Arizona,Maricopa,04013,85353,33.4500425,-112.259321,6545,polygon,1840021943
Queen Creek,Queen Creek,AZ,Arizona,Maricopa,04013,85142,33.2486639,-111.6342993,26361,polygon,1840021944
Fountain Hills,Fountain Hills,AZ,Arizona,Maricopa,04013,85268 85269,33.6117105,-111.7173613,22489,polygon,1840021945
Gila Bend,Gila Bend,AZ,Arizona,Maricopa,04013,85337,32.9478236,-112.7168305,1922,polygon,1840021946
Gilbert,Gilbert,AZ,Arizona,Maricopa,04013,85233 85234 85297 85296 85295 85298 85236 85299,33.3528264,-111.789027,208453,polygon,1840021947
Guadalupe,Guadalupe,AZ,Arizona,Maricopa,04013,85283,33.3708798,-111.9629216,5523,polygon,1840021948
Saint Jo,Saint Jo,TX,Texas,Montague,48337,76265,33.6948279,-97.5225245,1043,polygon,1840021949
Annona,Annona,TX,Texas,Red River,48387,75550,33.5806657,-94.9154952,315,polygon,1840021950
Detroit,Detroit,TX,Texas,Red River,48387,75436,33.6614974,-95.266617,732,polygon,1840021951
Sadler,Sadler,TX,Texas,Grayson,48181,75092 76264,33.6826063,-96.8483346,343,polygon,1840021952
Sherman,Sherman,TX,Texas,Grayson,48181,75092 75090 75091,33.6356618,-96.6088805,38521,polygon,1840021953
Southmayd,Southmayd,TX,Texas,Grayson,48181,75092 76268,33.6303847,-96.7691635,992,polygon,1840021954
Tom Bean,Tom Bean,TX,Texas,Grayson,48181,75491 75489,33.5201081,-96.4838749,1045,polygon,1840021955
Van Alstyne,Van Alstyne,TX,Texas,Grayson,48181,75495,33.4214995,-96.5772109,3046,polygon,1840021956
Whitesboro,Whitesboro,TX,Texas,Grayson,48181,76273,33.6562183,-96.906948,3793,polygon,1840021957
Dorchester,Dorchester,TX,Texas,Grayson,48181,75092 75459,33.5303861,-96.6894367,148,polygon,1840021958
Pottsboro,Pottsboro,TX,Texas,Grayson,48181,75076,33.759271,-96.6694402,2160,polygon,1840021959
Howe,Howe,TX,Texas,Grayson,48181,75459,33.5087196,-96.6122117,2600,polygon,1840021960
Lindsay,Lindsay,TX,Texas,Cooke,48097,76240 76250,33.635941,-97.2227927,1018,polygon,1840021961
San Clemente,San Clemente,CA,California,Orange,06059,92672 92673 92674,33.4269728,-117.6119925,63522,polygon,1840021962
San Juan Capistrano,San Juan Capistrano,CA,California,Orange,06059,92675 92693,33.5016932,-117.6625509,34593,polygon,1840021963
Santa Ana,Santa Ana,CA,California,Orange,06059,92703 92701 92705 92704 92707 92706 92702 92712 92735 92799,33.7455731,-117.8678338,324528,polygon,1840021964
Seal Beach,Seal Beach,CA,California,Orange,06059,92649 90743 90740,33.7414065,-118.1047866,24168,polygon,1840021965
Stanton,Stanton,CA,California,Orange,06059,90680,33.8025155,-117.9931165,38186,polygon,1840021966
Tustin,Tustin,CA,California,Orange,06059,92780 92782 92606 92781,33.7458511,-117.826166,75540,polygon,1840021967
Villa Park,Villa Park,CA,California,Orange,06059,92861,33.8144608,-117.8131112,5812,polygon,1840021968
Westminster,Westminster,CA,California,Orange,06059,92683 92684 92685,33.759183,-118.0067271,89701,polygon,1840021969
Yorba Linda,Yorba Linda,CA,California,Orange,06059,92886 92887 92885,33.8886259,-117.8131125,64234,polygon,1840021970
Toco,Toco,TX,Texas,Lamar,48277,75421,33.6548268,-95.6460712,75,polygon,1840021971
Savoy,Savoy,TX,Texas,Fannin,48147,75479,33.5992726,-96.3666507,831,polygon,1840021972
Trenton,Trenton,TX,Texas,Fannin,48147,75490,33.4306652,-96.3385926,635,polygon,1840021973
Dodd City,Dodd City,TX,Texas,Fannin,48147,75438,33.5753826,-96.0749738,369,polygon,1840021974
Ladonia,Ladonia,TX,Texas,Fannin,48147,75449,33.4248302,-95.9463565,612,polygon,1840021975
Knox City,Knox City,TX,Texas,Knox,48275,79529,33.4181509,-99.8189804,1130,polygon,1840021976
Scotland,Scotland,TX,Texas,Archer,48009,76379,33.6601031,-98.4706085,501,polygon,1840021977
Lakeside City,Lakeside City,TX,Texas,Archer,48009,76308,33.8287101,-98.5453331,997,polygon,1840021978
Spur,Spur,TX,Texas,Dickens,48125,79370,33.4764767,-100.8556857,1318,polygon,1840021979
Seymour,Seymour,TX,Texas,Baylor,48023,76380,33.5942608,-99.2603531,2740,polygon,1840021980
Shallowater,Shallowater,TX,Texas,Lubbock,48303,79363,33.6889728,-101.9982275,2484,polygon,1840021981
Slaton,Slaton,TX,Texas,Lubbock,48303,79364,33.4373113,-101.6434915,6121,polygon,1840021982
Wolfforth,Wolfforth,TX,Texas,Lubbock,48303,79382,33.5059189,-102.0090575,3670,polygon,1840021983
Ransom Canyon,Ransom Canyon,TX,Texas,Lubbock,48303,79366,33.5334202,-101.6796064,1096,polygon,1840021984
Sundown,Sundown,TX,Texas,Hockley,48219,79372,33.456207,-102.4893574,1397,polygon,1840021985
Duncan,Duncan,AZ,Arizona,Greenlee,04011,85534,32.7214599,-109.1053408,696,polygon,1840021986
Texarkana,Texarkana,TX,Texas,Bowie,48037,75501 75503 75504 75505 75507 75599,33.425125,-94.0476882,36411,polygon,1840021987
Wake Village,Wake Village,TX,Texas,Bowie,48037,75501,33.4267912,-94.1063014,5492,polygon,1840021988
Safford,Safford,AZ,Arizona,Graham,04009,85546,32.8339546,-109.70758,9566,polygon,1840021989
San Diego,San Diego,CA,California,San Diego,06073,92109 92108 92106 92103 92154 92110 92140 92107 92105 92104 92102 92071 92132 92130 92131 92134 92139 92025 92027 92147 92145 92014 92119 92111 92115 92117 92121 92120 92123 92122 92124 92127 92126 92129 92128 92101 92037 92173 92113 92114 92116 92038 92039 92072 92092 92093 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92161 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92179 92182 92186 92187 92190 92191 92192 92193 92195 92196 92197 92198 92199,32.7153292,-117.1572551,1307402,polygon,1840021990
San Marcos,San Marcos,CA,California,San Diego,06073,92078 92069 92079 92096,33.1433723,-117.1661449,83781,polygon,1840021991
Santee,Santee,CA,California,San Diego,06073,92071,32.8383828,-116.9739167,53413,polygon,1840021992
Solana Beach,Solana Beach,CA,California,San Diego,06073,92075 92014,32.991155,-117.2711481,12867,polygon,1840021993
Vista,Vista,CA,California,San Diego,06073,92084 92083 92081 92085,33.2000368,-117.2425355,93834,polygon,1840021994
Truth or Consequences,Truth or Consequences,NM,New Mexico,Sierra,35051,87901 87935,33.1284047,-107.2528069,6475,polygon,1840021995
San Luis,San Luis,AZ,Arizona,Yuma,04027,85350 85349,32.4869996,-114.7821796,25505,polygon,1840021996
Somerton,Somerton,AZ,Arizona,Yuma,04027,85350,32.5964404,-114.709677,14287,polygon,1840021997
Yuma,Yuma,AZ,Arizona,Yuma,04027,85365 85364 85369,32.7253249,-114.624397,93064,polygon,1840021998
Florence,Florence,AZ,Arizona,Pinal,04021,85132,33.0314508,-111.3873431,25536,polygon,1840021999
Kearny,Kearny,AZ,Arizona,Pinal,04021,85137,33.0570085,-110.9106656,1950,polygon,1840022000
Westmorland,Westmorland,CA,California,Imperial,06025,92281,33.0372674,-115.6213817,2225,polygon,1840022001
Boyd,Boyd,TX,Texas,Wise,48497,76023,33.0787326,-97.5653027,1207,polygon,1840022002
Alvord,Alvord,TX,Texas,Wise,48497,76225,33.3584454,-97.6947537,1334,polygon,1840022003
Sanger,Sanger,TX,Texas,Denton,48121,76266,33.3631706,-97.1739028,6916,polygon,1840022004
The Colony,The Colony,TX,Texas,Denton,48121,75034 75056,33.0890094,-96.8863922,36328,polygon,1840022005
Cross Roads,Cross Roads,TX,Texas,Denton,48121,76227,33.230647,-97.001896,1563,polygon,1840022006
DISH,DISH,TX,Texas,Denton,48121,76247,33.1328986,-97.301407,201,polygon,1840022007
Double Oak,Double Oak,TX,Texas,Denton,48121,76226 75077,33.065122,-97.1105669,2867,polygon,1840022008
Ponder,Ponder,TX,Texas,Denton,48121,76259,33.1828974,-97.2872403,1395,polygon,1840022009
Flower Mound,Flower Mound,TX,Texas,Denton,48121,75022 75028 76262 75027,33.0145673,-97.0969552,64669,polygon,1840022010
Hackberry,Hackberry,TX,Texas,Denton,48121,75034,33.1523417,-96.9177821,968,polygon,1840022011
Hebron,Hebron,TX,Texas,Denton,48121,75056 75010,33.0265105,-96.8636139,415,polygon,1840022012
Hickory Creek,Hickory Creek,TX,Texas,Denton,48121,75065,33.1223429,-97.0430647,3247,polygon,1840022013
Lincoln Park,Lincoln Park,TX,Texas,Denton,48121,76227,33.2220631,-96.9727843,308,polygon,1840022014
West Tawakoni,West Tawakoni,TX,Texas,Hunt,48231,75474,32.8937331,-96.0294143,1576,polygon,1840022015
Wolfe City,Wolfe City,TX,Texas,Hunt,48231,75496,33.3706654,-96.0688607,1412,polygon,1840022016
Weston,Weston,TX,Texas,Collin,48085,75009,33.3490017,-96.6694369,563,polygon,1840022017
Wylie,Wylie,TX,Texas,Collin,48085,75098 75407 75166 75173,33.0151201,-96.5388789,41427,polygon,1840022018
Prosper,Prosper,TX,Texas,Collin,48085,75078,33.2362278,-96.80111,9423,polygon,1840022019
Saint Paul,Saint Paul,TX,Texas,Collin,48085,75098,33.0412307,-96.5502681,1066,polygon,1840022020
Fairview,Fairview,TX,Texas,Collin,48085,75069,33.1578952,-96.6316593,7248,polygon,1840022021
Talco,Talco,TX,Texas,Titus,48449,75487,33.3626129,-95.1046638,516,polygon,1840022022
Winfield,Winfield,TX,Texas,Titus,48449,75493 75455,33.16734,-95.1118843,524,polygon,1840022023
Weinert,Weinert,TX,Texas,Haskell,48207,76388,33.3225988,-99.6725879,172,polygon,1840022024
Rochester,Rochester,TX,Texas,Haskell,48207,79544,33.3159305,-99.8559265,324,polygon,1840022025
Rule,Rule,TX,Texas,Haskell,48207,79547,33.1845447,-99.8937059,636,polygon,1840022026
Tahoka,Tahoka,TX,Texas,Lynn,48305,79373,33.1667601,-101.7937669,2673,polygon,1840022027
Wilson,Wilson,TX,Texas,Lynn,48305,79381,33.3170352,-101.7240454,489,polygon,1840022028
Denver City,Denver City,TX,Texas,Yoakum,48501,79323,32.9645475,-102.8290963,4479,polygon,1840022029
Wellman,Wellman,TX,Texas,Terry,48445,79378,33.0484279,-102.4279666,203,polygon,1840022030
Sulphur Springs,Sulphur Springs,TX,Texas,Hopkins,48223,75482 75483,33.138448,-95.6010668,15449,polygon,1840022031
Bloomburg,Bloomburg,TX,Texas,Cass,48067,75556,33.1379088,-94.0574061,404,polygon,1840022032
Domino,Domino,TX,Texas,Cass,48067,75572,33.2651277,-94.1151874,93,polygon,1840022033
Douglassville,Douglassville,TX,Texas,Cass,48067,75560,33.1920712,-94.3535278,229,polygon,1840022034
Hurley,Hurley,NM,New Mexico,Grant,35017,88043,32.6992442,-108.1319872,1297,polygon,1840022035
Rocky Mound,Rocky Mound,TX,Texas,Camp,48063,75686,33.0190118,-95.0221591,75,polygon,1840022036
Winnsboro,Winnsboro,TX,Texas,Wood,48499,75494,32.9573449,-95.2902224,3434,polygon,1840022037
Alba,Alba,TX,Texas,Wood,48499,75410,32.7929034,-95.6344037,504,polygon,1840022038
Strawn,Strawn,TX,Texas,Palo Pinto,48363,76475,32.5520737,-98.4981091,653,polygon,1840022039
Springtown,Springtown,TX,Texas,Parker,48367,76082,32.9659566,-97.6836384,2658,polygon,1840022040
Weatherford,Weatherford,TX,Texas,Parker,48367,76086 76087,32.7592955,-97.7972545,25250,polygon,1840022041
Willow Park,Willow Park,TX,Texas,Parker,48367,76087,32.7626286,-97.6505822,3982,polygon,1840022042
Annetta,Annetta,TX,Texas,Parker,48367,76008,32.709297,-97.6761384,1288,polygon,1840022043
Annetta North,Annetta North,TX,Texas,Parker,48367,76008,32.7192966,-97.6758608,518,polygon,1840022044
Annetta South,Annetta South,TX,Texas,Parker,48367,76008,32.6681874,-97.6605822,526,polygon,1840022045
Saginaw,Saginaw,TX,Texas,Tarrant,48439,76131 76179,32.8601275,-97.3639068,19806,polygon,1840022046
Sansom Park,Sansom Park,TX,Texas,Tarrant,48439,76114,32.8059619,-97.4030744,4686,polygon,1840022047
Southlake,Southlake,TX,Texas,Tarrant,48439,76092,32.9412363,-97.1341783,26575,polygon,1840022048
Watauga,Watauga,TX,Texas,Tarrant,48439,76148,32.8579056,-97.2547371,23497,polygon,1840022049
Westworth Village,Westworth Village,TX,Texas,Tarrant,48439,76114,32.7599035,-97.4239198,2472,polygon,1840022050
White Settlement,White Settlement,TX,Texas,Tarrant,48439,76108,32.7595737,-97.4583538,16116,polygon,1840022051
Edgecliff Village,Edgecliff Village,TX,Texas,Tarrant,48439,76134,32.6576335,-97.3427945,2776,polygon,1840022052
Lakeside,Lakeside,TX,Texas,Tarrant,48439,76135 76108,32.8223501,-97.4933548,1307,polygon,1840022053
Seagoville,Seagoville,TX,Texas,Dallas,48113,75159,32.6395776,-96.5383228,14835,polygon,1840022054
University Park,University Park,TX,Texas,Dallas,48113,75225 75205,32.8501269,-96.8002789,23068,polygon,1840022055
Wilmer,Wilmer,TX,Texas,Dallas,48113,75172,32.5890243,-96.6852724,3682,polygon,1840022056
Addison,Addison,TX,Texas,Dallas,48113,75254 75001,32.96179,-96.8291685,13056,polygon,1840022057
Highland Park,Highland Park,TX,Texas,Dallas,48113,75205,32.8334607,-96.7919454,8564,polygon,1840022058
Snyder,Snyder,TX,Texas,Scurry,48415,79549 79550,32.7178862,-100.9176184,11202,polygon,1840022059
Seagraves,Seagraves,TX,Texas,Gaines,48165,79359,32.9442651,-102.564915,2417,polygon,1840022060
Seminole,Seminole,TX,Texas,Gaines,48165,79360,32.7189926,-102.6449101,6430,polygon,1840022061
Stamford,Stamford,TX,Texas,Jones,48253,79553 79521,32.9453874,-99.8028709,3124,polygon,1840022062
Union Grove,Union Grove,TX,Texas,Upshur,48459,75647,32.5712543,-94.9204939,357,polygon,1840022063
Talty,Talty,TX,Texas,Kaufman,48257,75126 75160,32.683187,-96.385539,1535,polygon,1840022064
Terrell,Terrell,TX,Texas,Kaufman,48257,75161 75160,32.7359626,-96.2752569,15816,polygon,1840022065
Post Oak Bend City,Post Oak Bend City,TX,Texas,Kaufman,48257,75142,32.6320777,-96.3135917,595,polygon,1840022066
Kemp,Kemp,TX,Texas,Kaufman,48257,75143,32.4426403,-96.2299771,1154,polygon,1840022067
Van,Van,TX,Texas,Van Zandt,48467,75790,32.5248605,-95.6371839,2632,polygon,1840022068
Wills Point,Wills Point,TX,Texas,Van Zandt,48467,75169,32.7092955,-96.0083018,3524,polygon,1840022069
Edgewood,Edgewood,TX,Texas,Van Zandt,48467,75117,32.6981846,-95.8852438,1441,polygon,1840022070
Scottsville,Scottsville,TX,Texas,Harrison,48203,75672 75688,32.5404281,-94.2382471,376,polygon,1840022071
Uncertain,Uncertain,TX,Texas,Harrison,48203,75661,32.7120883,-94.1212966,94,polygon,1840022072
Waskom,Waskom,TX,Texas,Harrison,48203,75692,32.4787645,-94.0596305,2160,polygon,1840022073
Bullard,Bullard,TX,Texas,Smith,48423,75757,32.1398804,-95.320229,2463,polygon,1840022074
Troup,Troup,TX,Texas,Smith,48423,75789,32.1446035,-95.1205003,1869,polygon,1840022075
Tyler,Tyler,TX,Texas,Smith,48423,75709 75702 75703 75701 75710 75711 75712 75713 75798 75799,32.3512601,-95.3010624,96900,polygon,1840022076
Whitehouse,Whitehouse,TX,Texas,Smith,48423,75791,32.2268212,-95.2255041,7660,polygon,1840022077
Lindale,Lindale,TX,Texas,Smith,48423,75706 75771,32.5156971,-95.4093998,4818,polygon,1840022078
Warren City,Warren City,TX,Texas,Gregg,48183,75647,32.5548663,-94.8960488,298,polygon,1840022079
White Oak,White Oak,TX,Texas,Gregg,48183,75693,32.5279235,-94.8613258,6469,polygon,1840022080
Tolar,Tolar,TX,Texas,Hood,48221,76476,32.3890274,-97.92059,681,polygon,1840022081
Cross Timber,Cross Timber,TX,Texas,Johnson,48251,76028,32.5323602,-97.3255715,268,polygon,1840022082
Waxahachie,Waxahachie,TX,Texas,Ellis,48139,75167 75165 75168,32.3865312,-96.8483311,29621,polygon,1840022083
Alma,Alma,TX,Texas,Ellis,48139,75119,32.2854238,-96.5460985,331,polygon,1840022084
Garrett,Garrett,TX,Texas,Ellis,48139,75119,32.3634765,-96.6547135,806,polygon,1840022085
Italy,Italy,TX,Texas,Ellis,48139,76651,32.1840381,-96.8847194,1863,polygon,1840022086
Westbrook,Westbrook,TX,Texas,Mitchell,48335,79565,32.3553969,-101.0137269,253,polygon,1840022087
Loraine,Loraine,TX,Texas,Mitchell,48335,79532,32.4112301,-100.7123324,602,polygon,1840022088
Sweetwater,Sweetwater,TX,Texas,Nolan,48353,79556,32.4709519,-100.4059384,10906,polygon,1840022089
Stanton,Stanton,TX,Texas,Martin,48317,79782,32.1292891,-101.7884642,2492,polygon,1840022090
Buffalo Gap,Buffalo Gap,TX,Texas,Taylor,48441,79508,32.2792968,-99.8300894,464,polygon,1840022091
Tuscola,Tuscola,TX,Texas,Taylor,48441,79562,32.2095777,-99.7967542,742,polygon,1840022092
Tye,Tye,TX,Texas,Taylor,48441,79563 79603,32.4576239,-99.8714811,1242,polygon,1840022093
Impact,Impact,TX,Texas,Taylor,48441,79603,32.4998459,-99.7459225,35,polygon,1840022094
Lawn,Lawn,TX,Texas,Taylor,48441,79530,32.1348596,-99.7498067,314,polygon,1840022095
Rising Star,Rising Star,TX,Texas,Eastland,48133,76471,32.0959745,-98.963671,835,polygon,1840022096
Stephenville,Stephenville,TX,Texas,Erath,48143,76401 76402,32.2206958,-98.2022633,17123,polygon,1840022097
Cross Plains,Cross Plains,TX,Texas,Callahan,48059,76443,32.1262493,-99.1653425,982,polygon,1840022098
Putnam,Putnam,TX,Texas,Callahan,48059,76437 76469,32.3709628,-99.1925712,94,polygon,1840022099
South Tucson,South Tucson,AZ,Arizona,Pima,04019,85713,32.199521,-110.968425,5652,polygon,1840022100
Tucson,Tucson,AZ,Arizona,Pima,04019,85705 85707 85706 85710 85756 85723 85726 85724 85701 85708 85711 85719 85748 85745 85747 85716 85714 85715 85712 85713 85730 85702 85703 85709 85717 85720 85721 85722 85725 85731 85732 85738 85751 85754 85775,32.2217429,-110.926479,520116,polygon,1840022101
Sahuarita,Sahuarita,AZ,Arizona,Pima,04019,85629 85614,31.9575818,-110.955646,25259,polygon,1840022102
Sierra Vista,Sierra Vista,AZ,Arizona,Cochise,04003,85650 85635 85613 85670 85671,31.5545394,-110.3036912,43888,polygon,1840022103
Tombstone,Tombstone,AZ,Arizona,Cochise,04003,85638,31.7128683,-110.0675764,1380,polygon,1840022104
Willcox,Willcox,AZ,Arizona,Cochise,04003,85643 85644,32.2528519,-109.8320124,3757,polygon,1840022105
Huachuca City,Huachuca City,AZ,Arizona,Cochise,04003,85616,31.6278703,-110.3339678,1853,polygon,1840022106
Tatum,Tatum,TX,Texas,Rusk,48401,75631 75691,32.3159894,-94.5165913,1385,polygon,1840022107
Gary City,Gary City,TX,Texas,Panola,48365,75643,32.0277278,-94.3679005,311,polygon,1840022108
Seven Points,Seven Points,TX,Texas,Henderson,48213,75143,32.3204226,-96.2130315,1455,polygon,1840022109
Star Harbor,Star Harbor,TX,Texas,Henderson,48213,75148,32.1920951,-96.0530251,444,polygon,1840022110
Tool,Tool,TX,Texas,Henderson,48213,75143,32.2679247,-96.170252,2240,polygon,1840022111
Trinidad,Trinidad,TX,Texas,Henderson,48213,75163,32.1440417,-96.0910814,886,polygon,1840022112
Enchanted Oaks,Enchanted Oaks,TX,Texas,Henderson,48213,75156,32.2654249,-96.1094166,326,polygon,1840022113
Poynor,Poynor,TX,Texas,Henderson,48213,75763 75770 75782,32.0743261,-95.5982922,305,polygon,1840022114
Blooming Grove,Blooming Grove,TX,Texas,Navarro,48349,76626,32.0920967,-96.715825,821,polygon,1840022115
Dawson,Dawson,TX,Texas,Navarro,48349,76639,31.8940478,-96.7147127,807,polygon,1840022116
Emhouse,Emhouse,TX,Texas,Navarro,48349,75110,32.1626501,-96.5772098,133,polygon,1840022117
Powell,Powell,TX,Texas,Navarro,48349,75144 75153,32.1176525,-96.3238674,136,polygon,1840022118
Retreat,Retreat,TX,Texas,Navarro,48349,75110,32.0340436,-96.4744282,377,polygon,1840022119
Richland,Richland,TX,Texas,Navarro,48349,76681,31.9268257,-96.4294257,264,polygon,1840022120
Blum,Blum,TX,Texas,Hill,48217,76627,32.1426501,-97.3972382,444,polygon,1840022121
Gustine,Gustine,TX,Texas,Comanche,48093,76455,31.8451492,-98.4028198,476,polygon,1840022122
Valley Mills,Valley Mills,TX,Texas,Bosque,48035,76689,31.6593282,-97.472238,1203,polygon,1840022123
Walnut Springs,Walnut Springs,TX,Texas,Bosque,48035,76690,32.0576479,-97.7494711,827,polygon,1840022124
Alto,Alto,TX,Texas,Cherokee,48073,75925,31.6504546,-95.0727175,1225,polygon,1840022125
Cuney,Cuney,TX,Texas,Cherokee,48073,75759,32.0321075,-95.4174538,140,polygon,1840022126
Sterling City,Sterling City,TX,Texas,Sterling,48431,76951,31.8362502,-100.9848324,888,polygon,1840022127
Wink,Wink,TX,Texas,Winkler,48495,79789,31.7512396,-103.1598876,940,polygon,1840022128
Bronte,Bronte,TX,Texas,Coke,48081,76933,31.8873671,-100.2917601,999,polygon,1840022129
Elkhart,Elkhart,TX,Texas,Anderson,48001,75839,31.6251747,-95.5793977,1371,polygon,1840022130
Frankston,Frankston,TX,Texas,Anderson,48001,75763,32.0526614,-95.5063456,1229,polygon,1840022131
Winters,Winters,TX,Texas,Runnels,48399,79567,31.9565343,-99.962313,2562,polygon,1840022132
Blanket,Blanket,TX,Texas,Brown,48049,76432,31.8240381,-98.7869934,390,polygon,1840022133
Teague,Teague,TX,Texas,Freestone,48161,75860,31.6271145,-96.2838621,3560,polygon,1840022134
Kirvin,Kirvin,TX,Texas,Freestone,48161,75848 76693 75859,31.7665548,-96.3302543,129,polygon,1840022135
Socorro,Socorro,TX,Texas,El Paso,48141,79927,31.654557,-106.3033146,32013,polygon,1840022136
Sunland Park,Sunland Park,TX,Texas,El Paso,48141,88063 88008,31.8187951,-106.5932385,14106,polygon,1840022137
Anthony,Anthony,TX,Texas,El Paso,48141,79821,31.9992676,-106.6055478,5011,polygon,1840022138
Timpson,Timpson,TX,Texas,Shelby,48419,75975,31.9037814,-94.3952022,1155,polygon,1840022139
Waco,Waco,TX,Texas,McLennan,48309,76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76715 76716 76797 76799,31.549333,-97.1466695,124805,polygon,1840022140
West,West,TX,Texas,McLennan,48309,76691,31.8023831,-97.0916692,2807,polygon,1840022141
Woodway,Woodway,TX,Texas,McLennan,48309,76712,31.5059998,-97.2050055,8452,polygon,1840022142
Crawford,Crawford,TX,Texas,McLennan,48309,76638,31.5343308,-97.44307,717,polygon,1840022143
Kosse,Kosse,TX,Texas,Limestone,48293,76653,31.3076774,-96.6319231,464,polygon,1840022144
Evant,Evant,TX,Texas,Coryell,48099,76525,31.4762719,-98.1519777,426,polygon,1840022145
San Angelo,San Angelo,TX,Texas,Tom Green,48451,76905 76904 76901 76903 76908 76902 76906 76909,31.4637723,-100.4370375,93200,polygon,1840022146
Broaddus,Broaddus,TX,Texas,San Augustine,48405,75929,31.3068546,-94.2690876,207,polygon,1840022147
San Augustine,San Augustine,TX,Texas,San Augustine,48405,75972,31.5299029,-94.1060282,2108,polygon,1840022148
Pyote,Pyote,TX,Texas,Ward,48475,79777,31.5348555,-103.1262722,114,polygon,1840022149
Grandfalls,Grandfalls,TX,Texas,Ward,48475,79742,31.3393072,-102.8518202,360,polygon,1840022150
Zavalla,Zavalla,TX,Texas,Angelina,48005,75980,31.1585242,-94.4263124,713,polygon,1840022151
Richland Springs,Richland Springs,TX,Texas,San Saba,48411,76871,31.2696099,-98.9450461,338,polygon,1840022152
Trinity,Trinity,TX,Texas,Trinity,48455,75862,30.9451862,-95.375496,2697,polygon,1840022153
Temple,Temple,TX,Texas,Bell,48027,76501 76504 76508 76502 76503,31.0982344,-97.342782,66102,polygon,1840022154
Troy,Troy,TX,Texas,Bell,48027,76579,31.2068421,-97.3027824,1645,polygon,1840022155
Rogers,Rogers,TX,Texas,Bell,48027,76569,30.9315741,-97.2266632,1218,polygon,1840022156
